ROW\COL,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ,BA,BB,BC,BD,BE,BF,BG,BH,BI,BJ,BK,BL,BM,BN,BO,BP
39,1190043402,63707,นายเกิดศักดิ์ คำศรี,Korat,15921.869452026374,14329.682506823738,13533.589034222417,15921.869452026374,17514.056397229015,13533.589034222417,14329.682506823738,14329.682506823738,19106.243342431648,19106.243342431648,15921.869452026374,17514.056397229015,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b213ad0>,17280.78,14171.199999999997,15502.979999999996,18404.639999999992,12283.019999999999,,,,,,,,=R39/E39,=S39/F39,=T39/G39,=U39/H39,=V39/I39,=W39/J39,=X39/K39,=Y39/L39,=Z39/M39,=AA39/N39,=AB39/O39,=AC39/P39,,"=ROUND(AE39,4)","=ROUND(AF39,4)","=ROUND(AG39,4)","=ROUND(AH39,4)","=ROUND(AI39,4)","=ROUND(AJ39,4)","=ROUND(AK39,4)","=ROUND(AL39,4)","=ROUND(AM39,4)","=ROUND(AN39,4)","=ROUND(AO39,4)","=ROUND(AP39,4)",,"=IFERROR(VLOOKUP(AR39,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS39,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT39,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU39,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV39,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW39,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX39,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY39,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ39,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA39,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB39,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC39,'Top WS'!$A$19:$B$28,2),0)"
40,1190043501,76645,นายอัครวินท์ เปลื้องทุกข์,Ubolratchathani,18580.214707416886,19339.26433134333,19009.242755723142,19471.27296159141,19801.2945372116,19570.27943427747,19834.296694773624,19801.2945372116,20131.316112831795,20131.316112831795,19471.27296159141,19801.2945372116,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b26b5c0>,19660.979999999992,14237.519999999993,17745.12,17510.219999999994,14760.239999999985,,,,,,,,=R40/E40,=S40/F40,=T40/G40,=U40/H40,=V40/I40,=W40/J40,=X40/K40,=Y40/L40,=Z40/M40,=AA40/N40,=AB40/O40,=AC40/P40,,"=ROUND(AE40,4)","=ROUND(AF40,4)","=ROUND(AG40,4)","=ROUND(AH40,4)","=ROUND(AI40,4)","=ROUND(AJ40,4)","=ROUND(AK40,4)","=ROUND(AL40,4)","=ROUND(AM40,4)","=ROUND(AN40,4)","=ROUND(AO40,4)","=ROUND(AP40,4)",,"=IFERROR(VLOOKUP(AR40,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS40,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT40,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU40,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV40,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW40,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX40,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY40,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ40,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA40,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB40,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC40,'Top WS'!$A$19:$B$28,2),0)"
41,1190043502,26006,นายกสิณวัชรฒ์ วงศ์กุลโชติ,Ubolratchathani,4326.258028994596,4502.996811706631,4426.1538627014,4533.733991308724,4610.5769403139575,4556.786876010295,4618.261235214481,4610.5769403139575,4687.419889319189,4687.419889319189,4533.733991308724,4610.5769403139575,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b24aa80>,5489.819999999999,3575.100000000002,4018.380000000003,4429.56,4502.460000000001,,,,,,,,=R41/E41,=S41/F41,=T41/G41,=U41/H41,=V41/I41,=W41/J41,=X41/K41,=Y41/L41,=Z41/M41,=AA41/N41,=AB41/O41,=AC41/P41,,"=ROUND(AE41,4)","=ROUND(AF41,4)","=ROUND(AG41,4)","=ROUND(AH41,4)","=ROUND(AI41,4)","=ROUND(AJ41,4)","=ROUND(AK41,4)","=ROUND(AL41,4)","=ROUND(AM41,4)","=ROUND(AN41,4)","=ROUND(AO41,4)","=ROUND(AP41,4)",,"=IFERROR(VLOOKUP(AR41,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS41,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT41,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU41,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV41,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW41,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX41,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY41,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ41,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA41,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB41,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC41,'Top WS'!$A$19:$B$28,2),0)"
42,1190043601,77489,นายสุริยันต์ จันทร์คำพา,Roi-et,24521.541984027503,25523.31012902329,25087.758761633824,25697.530675979087,26133.082043368562,25828.19608619593,26176.63718010751,26133.082043368562,26568.633410758033,26568.633410758033,25697.530675979087,26133.082043368562,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b248a40>,24314.940000000002,24506.52000000002,26982.360000000015,25987.980000000007,21946.920000000002,,,,,,,,=R42/E42,=S42/F42,=T42/G42,=U42/H42,=V42/I42,=W42/J42,=X42/K42,=Y42/L42,=Z42/M42,=AA42/N42,=AB42/O42,=AC42/P42,,"=ROUND(AE42,4)","=ROUND(AF42,4)","=ROUND(AG42,4)","=ROUND(AH42,4)","=ROUND(AI42,4)","=ROUND(AJ42,4)","=ROUND(AK42,4)","=ROUND(AL42,4)","=ROUND(AM42,4)","=ROUND(AN42,4)","=ROUND(AO42,4)","=ROUND(AP42,4)",,"=IFERROR(VLOOKUP(AR42,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS42,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT42,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU42,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV42,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW42,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX42,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY42,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ42,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA42,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB42,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC42,'Top WS'!$A$19:$B$28,2),0)"
43,1190043602,70403,นายเดชา ปะโพธิ์ชะกัง,Roi-et,52778.16853422736,54934.292648414266,53996.847381376494,55309.27075522939,56246.716022267174,55590.50433534073,56340.46054897096,56246.716022267174,57184.16128930495,57184.16128930495,55309.27075522939,56246.716022267174,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b22f080>,51983.81999999999,53789.16,47565.23999999999,44672.740000000005,54307.619999999995,,,,,,,,=R43/E43,=S43/F43,=T43/G43,=U43/H43,=V43/I43,=W43/J43,=X43/K43,=Y43/L43,=Z43/M43,=AA43/N43,=AB43/O43,=AC43/P43,,"=ROUND(AE43,4)","=ROUND(AF43,4)","=ROUND(AG43,4)","=ROUND(AH43,4)","=ROUND(AI43,4)","=ROUND(AJ43,4)","=ROUND(AK43,4)","=ROUND(AL43,4)","=ROUND(AM43,4)","=ROUND(AN43,4)","=ROUND(AO43,4)","=ROUND(AP43,4)",,"=IFERROR(VLOOKUP(AR43,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS43,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT43,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU43,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV43,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW43,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX43,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY43,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ43,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA43,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB43,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC43,'Top WS'!$A$19:$B$28,2),0)"
44,1190043701,63286,นายมานพ ประจวบสุข,Surin,7370,6635,6265,7370,8107,6265,6633,6633,8845,8845,7370,8107,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b28f710>,7123.919999999997,5424.36,4843.259999999999,7203.839999999997,4702.859999999999,,,,,,,,=R44/E44,=S44/F44,=T44/G44,=U44/H44,=V44/I44,=W44/J44,=X44/K44,=Y44/L44,=Z44/M44,=AA44/N44,=AB44/O44,=AC44/P44,,"=ROUND(AE44,4)","=ROUND(AF44,4)","=ROUND(AG44,4)","=ROUND(AH44,4)","=ROUND(AI44,4)","=ROUND(AJ44,4)","=ROUND(AK44,4)","=ROUND(AL44,4)","=ROUND(AM44,4)","=ROUND(AN44,4)","=ROUND(AO44,4)","=ROUND(AP44,4)",,"=IFERROR(VLOOKUP(AR44,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS44,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT44,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU44,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV44,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW44,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX44,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY44,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ44,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA44,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB44,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC44,'Top WS'!$A$19:$B$28,2),0)"
45,1190043702,70479,นายภูริต มาตย์วิเศษ,Surin,4146,3732,3524,4146,4562,3524,3732,3732,4975,4975,4146,4561,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b249bb0>,4557.06,3002.3999999999996,4567.859999999999,4612.619999999998,2851.92,,,,,,,,=R45/E45,=S45/F45,=T45/G45,=U45/H45,=V45/I45,=W45/J45,=X45/K45,=Y45/L45,=Z45/M45,=AA45/N45,=AB45/O45,=AC45/P45,,"=ROUND(AE45,4)","=ROUND(AF45,4)","=ROUND(AG45,4)","=ROUND(AH45,4)","=ROUND(AI45,4)","=ROUND(AJ45,4)","=ROUND(AK45,4)","=ROUND(AL45,4)","=ROUND(AM45,4)","=ROUND(AN45,4)","=ROUND(AO45,4)","=ROUND(AP45,4)",,"=IFERROR(VLOOKUP(AR45,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS45,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT45,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU45,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV45,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW45,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX45,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY45,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ45,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA45,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB45,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC45,'Top WS'!$A$19:$B$28,2),0)"
46,1190043801,75712,นายวุฒิพงษ์ วงศ์วณิชชากร,Khonkaen,25231.979029729257,25269.72171604361,24808.86365157367,24582.407533687572,26045.63188837964,25007.509369017604,25004.72832897339,25483.46450801329,25562.525503555975,25978.092344448698,24097.314691689466,24948.710236654202,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b2119a0>,18727.85999999999,25912.319999999992,18244.559999999994,22056.120000000006,21881.580000000005,,,,,,,,=R46/E46,=S46/F46,=T46/G46,=U46/H46,=V46/I46,=W46/J46,=X46/K46,=Y46/L46,=Z46/M46,=AA46/N46,=AB46/O46,=AC46/P46,,"=ROUND(AE46,4)","=ROUND(AF46,4)","=ROUND(AG46,4)","=ROUND(AH46,4)","=ROUND(AI46,4)","=ROUND(AJ46,4)","=ROUND(AK46,4)","=ROUND(AL46,4)","=ROUND(AM46,4)","=ROUND(AN46,4)","=ROUND(AO46,4)","=ROUND(AP46,4)",,"=IFERROR(VLOOKUP(AR46,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS46,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT46,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU46,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV46,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW46,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX46,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY46,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ46,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA46,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB46,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC46,'Top WS'!$A$19:$B$28,2),0)"
47,1190043802,62573,นายวิฑูรย์ ระวันประโคน,Khonkaen,10510.566747697723,10526.288741730654,10334.314919854898,10239.982955657326,10849.499840112858,10417.062256870307,10415.903794152093,10615.324876359238,10648.258316491372,10821.365745527615,10037.913958665686,10392.569045113747,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b24aa20>,11957.359999999993,7973.879999999998,12599.099999999991,7964.139999999998,10144.17999999999,,,,,,,,=R47/E47,=S47/F47,=T47/G47,=U47/H47,=V47/I47,=W47/J47,=X47/K47,=Y47/L47,=Z47/M47,=AA47/N47,=AB47/O47,=AC47/P47,,"=ROUND(AE47,4)","=ROUND(AF47,4)","=ROUND(AG47,4)","=ROUND(AH47,4)","=ROUND(AI47,4)","=ROUND(AJ47,4)","=ROUND(AK47,4)","=ROUND(AL47,4)","=ROUND(AM47,4)","=ROUND(AN47,4)","=ROUND(AO47,4)","=ROUND(AP47,4)",,"=IFERROR(VLOOKUP(AR47,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS47,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT47,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU47,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV47,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW47,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX47,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY47,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ47,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA47,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB47,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC47,'Top WS'!$A$19:$B$28,2),0)"
48,1190043901,63244,นายทรงเกียรติ กล้าหาญ,Udonthani,28421.809253441872,28464.323375297918,27945.203571582086,27690.11884044585,29338.324217243626,28168.962107666488,28165.82948816131,28705.087560124743,28794.143457486334,29262.246314974924,27143.700495327714,28102.729580985506,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b2a7170>,24018.099999999995,16037.19999999999,23907.160000000003,28802.500000000004,21744.440000000002,,,,,,,,=R48/E48,=S48/F48,=T48/G48,=U48/H48,=V48/I48,=W48/J48,=X48/K48,=Y48/L48,=Z48/M48,=AA48/N48,=AB48/O48,=AC48/P48,,"=ROUND(AE48,4)","=ROUND(AF48,4)","=ROUND(AG48,4)","=ROUND(AH48,4)","=ROUND(AI48,4)","=ROUND(AJ48,4)","=ROUND(AK48,4)","=ROUND(AL48,4)","=ROUND(AM48,4)","=ROUND(AN48,4)","=ROUND(AO48,4)","=ROUND(AP48,4)",,"=IFERROR(VLOOKUP(AR48,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS48,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT48,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU48,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV48,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW48,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX48,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY48,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ48,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA48,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB48,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC48,'Top WS'!$A$19:$B$28,2),0)"
49,1190043902,63553,นายภัทรพล สงฆ์เจริญ,Udonthani,21338.55144111199,21370.470231647432,20980.724999846305,20789.212256633673,22026.65336760227,21148.718634243338,21146.36672336178,21551.231382258647,21618.092848748667,21969.535531907277,20378.9718014361,21098.992518461815,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b268680>,25573.980000000003,20009.939999999995,24315.960000000014,24832.5,24810.539999999986,,,,,,,,=R49/E49,=S49/F49,=T49/G49,=U49/H49,=V49/I49,=W49/J49,=X49/K49,=Y49/L49,=Z49/M49,=AA49/N49,=AB49/O49,=AC49/P49,,"=ROUND(AE49,4)","=ROUND(AF49,4)","=ROUND(AG49,4)","=ROUND(AH49,4)","=ROUND(AI49,4)","=ROUND(AJ49,4)","=ROUND(AK49,4)","=ROUND(AL49,4)","=ROUND(AM49,4)","=ROUND(AN49,4)","=ROUND(AO49,4)","=ROUND(AP49,4)",,"=IFERROR(VLOOKUP(AR49,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS49,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT49,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU49,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV49,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW49,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX49,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY49,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ49,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA49,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB49,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC49,'Top WS'!$A$19:$B$28,2),0)"
50,1190044001,78443,นายจิตติพงศ์ สุระสา,S.Nakon,25503.95680393196,25542.10632206098,25076.280627011995,24847.38351823792,26326.380100018454,25277.067564533103,25274.256547407807,25758.1530668337,25838.0662679671,26258.11254126127,24357.061816811354,25217.634631026856,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b26b440>,24766.08,21331.800000000007,23069.100000000006,25231.439999999988,21521.4,,,,,,,,=R50/E50,=S50/F50,=T50/G50,=U50/H50,=V50/I50,=W50/J50,=X50/K50,=Y50/L50,=Z50/M50,=AA50/N50,=AB50/O50,=AC50/P50,,"=ROUND(AE50,4)","=ROUND(AF50,4)","=ROUND(AG50,4)","=ROUND(AH50,4)","=ROUND(AI50,4)","=ROUND(AJ50,4)","=ROUND(AK50,4)","=ROUND(AL50,4)","=ROUND(AM50,4)","=ROUND(AN50,4)","=ROUND(AO50,4)","=ROUND(AP50,4)",,"=IFERROR(VLOOKUP(AR50,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS50,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT50,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU50,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV50,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW50,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX50,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY50,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ50,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA50,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB50,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC50,'Top WS'!$A$19:$B$28,2),0)"
51,1190044002,62434,นายธนาวัฒน์ กงลีมา,S.Nakon,10224.386526770528,10239.68044457943,10052.933658702343,9961.170151848944,10554.091197008698,10133.427962959706,10132.301042700103,10326.292315960354,10358.329049054784,10526.723133561192,9764.603060852456,10109.601648899526,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b26a210>,11128.859999999995,8158.139999999996,8395.14,10125.839999999993,4734.240000000001,,,,,,,,=R51/E51,=S51/F51,=T51/G51,=U51/H51,=V51/I51,=W51/J51,=X51/K51,=Y51/L51,=Z51/M51,=AA51/N51,=AB51/O51,=AC51/P51,,"=ROUND(AE51,4)","=ROUND(AF51,4)","=ROUND(AG51,4)","=ROUND(AH51,4)","=ROUND(AI51,4)","=ROUND(AJ51,4)","=ROUND(AK51,4)","=ROUND(AL51,4)","=ROUND(AM51,4)","=ROUND(AN51,4)","=ROUND(AO51,4)","=ROUND(AP51,4)",,"=IFERROR(VLOOKUP(AR51,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS51,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT51,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU51,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV51,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW51,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX51,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY51,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ51,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA51,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB51,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC51,'Top WS'!$A$19:$B$28,2),0)"
52,1190044101,61187,นายสามารถ กิจกรองกาญ,Chumphae,20375,20405,20035,19850,21032,20194,20191,20580,20642,20980,19460,20146,,<openpyxl.worksheet.formula.ArrayFormula object at 0x7f993b26aff0>,21208.919999999995,15986.639999999996,20076.30000000001,21206.04000000001,20499.48,,,,,,,,=R52/E52,=S52/F52,=T52/G52,=U52/H52,=V52/I52,=W52/J52,=X52/K52,=Y52/L52,=Z52/M52,=AA52/N52,=AB52/O52,=AC52/P52,,"=ROUND(AE52,4)","=ROUND(AF52,4)","=ROUND(AG52,4)","=ROUND(AH52,4)","=ROUND(AI52,4)","=ROUND(AJ52,4)","=ROUND(AK52,4)","=ROUND(AL52,4)","=ROUND(AM52,4)","=ROUND(AN52,4)","=ROUND(AO52,4)","=ROUND(AP52,4)",,"=IFERROR(VLOOKUP(AR52,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AS52,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AT52,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AU52,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AV52,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AW52,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AX52,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AY52,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(AZ52,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BA52,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BB52,'Top WS'!$A$19:$B$28,2),0)","=IFERROR(VLOOKUP(BC52,'Top WS'!$A$19:$B$28,2),0)"
