ROW\COL,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ,BA,BB,BC,BD,BE,BF,BG,BH,BI,BJ,BK,BL,BM,BN,BO,BP
33,1190033202,"=VLOOKUP(A33,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A33,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A33,'Aji Plus'!$A$2:$D$58,4,0)",402.48560215051157,372.00382856805334,331.83497586611793,388.13177260172404,397.1264276270225,410.89502419232224,382.29100010224,386.83201688275375,299.52549224343136,421.0794497448156,335.50373133356896,262.29067868744517,,"=VLOOKUP(A33,Actual_RDNS!$A$2:$H$62,3,0)","=VLOOKUP(A33,Actual_RDNS!$A$2:$H$62,4,0)","=VLOOKUP(A33,Actual_RDNS!$A$2:$H$62,5,0)","=VLOOKUP(A33,Actual_RDNS!$A$2:$H$62,6,0)","=VLOOKUP(A33,Actual_RDNS!$A$2:$H$62,7,0)","=VLOOKUP(A33,Actual_RDNS!$A$2:$H$62,8,0)",,,,,,,,=R33/E33,=S33/F33,=T33/G33,=U33/H33,=V33/I33,=W33/J33,=X33/K33,=Y33/L33,=Z33/M33,=AA33/N33,=AB33/O33,=AC33/P33,,"=ROUND(AE33,4)","=ROUND(AF33,4)","=ROUND(AG33,4)","=ROUND(AH33,4)","=ROUND(AI33,4)","=ROUND(AJ33,4)","=ROUND(AK33,4)","=ROUND(AL33,4)","=ROUND(AM33,4)","=ROUND(AN33,4)","=ROUND(AO33,4)","=ROUND(AP33,4)",,"=IFERROR(VLOOKUP(AR33,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AS33,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AT33,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AU33,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AV33,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AW33,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AX33,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AY33,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AZ33,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BA33,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BB33,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BC33,'Top WS'!$A$19:$E$28,5),0)"
34,1190033301,"=VLOOKUP(A34,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A34,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A34,'Aji Plus'!$A$2:$D$58,4,0)",859.5089501970366,504.5123150124579,690.6048910878397,747.1161354621806,670.3854929283935,634.8501604508289,571.2714851093184,646.801901103696,520.2832736418857,615.5101944290177,612.4505065922491,681.7046939850951,,"=VLOOKUP(A34,Actual_RDNS!$A$2:$H$62,3,0)","=VLOOKUP(A34,Actual_RDNS!$A$2:$H$62,4,0)","=VLOOKUP(A34,Actual_RDNS!$A$2:$H$62,5,0)","=VLOOKUP(A34,Actual_RDNS!$A$2:$H$62,6,0)","=VLOOKUP(A34,Actual_RDNS!$A$2:$H$62,7,0)","=VLOOKUP(A34,Actual_RDNS!$A$2:$H$62,8,0)",,,,,,,,=R34/E34,=S34/F34,=T34/G34,=U34/H34,=V34/I34,=W34/J34,=X34/K34,=Y34/L34,=Z34/M34,=AA34/N34,=AB34/O34,=AC34/P34,,"=ROUND(AE34,4)","=ROUND(AF34,4)","=ROUND(AG34,4)","=ROUND(AH34,4)","=ROUND(AI34,4)","=ROUND(AJ34,4)","=ROUND(AK34,4)","=ROUND(AL34,4)","=ROUND(AM34,4)","=ROUND(AN34,4)","=ROUND(AO34,4)","=ROUND(AP34,4)",,"=IFERROR(VLOOKUP(AR34,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AS34,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AT34,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AU34,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AV34,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AW34,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AX34,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AY34,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AZ34,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BA34,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BB34,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BC34,'Top WS'!$A$19:$E$28,5),0)"
35,1190033302,"=VLOOKUP(A35,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A35,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A35,'Aji Plus'!$A$2:$D$58,4,0)",859.5089501970366,504.5123150124579,690.6048910878397,747.1161354621806,670.3854929283935,634.8501604508289,571.2714851093184,646.801901103696,520.2832736418857,615.5101944290177,612.4505065922491,681.7046939850951,,"=VLOOKUP(A35,Actual_RDNS!$A$2:$H$62,3,0)","=VLOOKUP(A35,Actual_RDNS!$A$2:$H$62,4,0)","=VLOOKUP(A35,Actual_RDNS!$A$2:$H$62,5,0)","=VLOOKUP(A35,Actual_RDNS!$A$2:$H$62,6,0)","=VLOOKUP(A35,Actual_RDNS!$A$2:$H$62,7,0)","=VLOOKUP(A35,Actual_RDNS!$A$2:$H$62,8,0)",,,,,,,,=R35/E35,=S35/F35,=T35/G35,=U35/H35,=V35/I35,=W35/J35,=X35/K35,=Y35/L35,=Z35/M35,=AA35/N35,=AB35/O35,=AC35/P35,,"=ROUND(AE35,4)","=ROUND(AF35,4)","=ROUND(AG35,4)","=ROUND(AH35,4)","=ROUND(AI35,4)","=ROUND(AJ35,4)","=ROUND(AK35,4)","=ROUND(AL35,4)","=ROUND(AM35,4)","=ROUND(AN35,4)","=ROUND(AO35,4)","=ROUND(AP35,4)",,"=IFERROR(VLOOKUP(AR35,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AS35,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AT35,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AU35,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AV35,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AW35,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AX35,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AY35,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AZ35,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BA35,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BB35,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BC35,'Top WS'!$A$19:$E$28,5),0)"
36,1190037301,"=VLOOKUP(A36,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A36,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A36,'Aji Plus'!$A$2:$D$58,4,0)",261,642,333,570,166,689,499,546,832,594,1806,748,,"=VLOOKUP(A36,Actual_RDNS!$A$2:$H$62,3,0)","=VLOOKUP(A36,Actual_RDNS!$A$2:$H$62,4,0)","=VLOOKUP(A36,Actual_RDNS!$A$2:$H$62,5,0)","=VLOOKUP(A36,Actual_RDNS!$A$2:$H$62,6,0)","=VLOOKUP(A36,Actual_RDNS!$A$2:$H$62,7,0)","=VLOOKUP(A36,Actual_RDNS!$A$2:$H$62,8,0)",,,,,,,,=R36/E36,=S36/F36,=T36/G36,=U36/H36,=V36/I36,=W36/J36,=X36/K36,=Y36/L36,=Z36/M36,=AA36/N36,=AB36/O36,=AC36/P36,,"=ROUND(AE36,4)","=ROUND(AF36,4)","=ROUND(AG36,4)","=ROUND(AH36,4)","=ROUND(AI36,4)","=ROUND(AJ36,4)","=ROUND(AK36,4)","=ROUND(AL36,4)","=ROUND(AM36,4)","=ROUND(AN36,4)","=ROUND(AO36,4)","=ROUND(AP36,4)",,"=IFERROR(VLOOKUP(AR36,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AS36,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AT36,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AU36,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AV36,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AW36,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AX36,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AY36,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AZ36,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BA36,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BB36,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BC36,'Top WS'!$A$19:$E$28,5),0)"
37,1190037401,"=VLOOKUP(A37,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A37,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A37,'Aji Plus'!$A$2:$D$58,4,0)",150.78086205144064,227.67407355500643,188.1161803255221,200.11181123100707,298.78673293263813,187.85412802516532,150.20455083427746,187.47939550058433,256.0040336076656,197.30726273561572,256.20232815300903,149.47864104806868,,"=VLOOKUP(A37,Actual_RDNS!$A$2:$H$62,3,0)","=VLOOKUP(A37,Actual_RDNS!$A$2:$H$62,4,0)","=VLOOKUP(A37,Actual_RDNS!$A$2:$H$62,5,0)","=VLOOKUP(A37,Actual_RDNS!$A$2:$H$62,6,0)","=VLOOKUP(A37,Actual_RDNS!$A$2:$H$62,7,0)","=VLOOKUP(A37,Actual_RDNS!$A$2:$H$62,8,0)",,,,,,,,=R37/E37,=S37/F37,=T37/G37,0,=V37/I37,=W37/J37,=X37/K37,=Y37/L37,=Z37/M37,=AA37/N37,=AB37/O37,=AC37/P37,,"=ROUND(AE37,4)","=ROUND(AF37,4)","=ROUND(AG37,4)","=ROUND(AH37,4)","=ROUND(AI37,4)","=ROUND(AJ37,4)","=ROUND(AK37,4)","=ROUND(AL37,4)","=ROUND(AM37,4)","=ROUND(AN37,4)","=ROUND(AO37,4)","=ROUND(AP37,4)",,"=IFERROR(VLOOKUP(AR37,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AS37,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AT37,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AU37,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AV37,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AW37,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AX37,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AY37,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AZ37,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BA37,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BB37,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BC37,'Top WS'!$A$19:$E$28,5),0)"
38,1190043401,"=VLOOKUP(A38,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A38,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A38,'Aji Plus'!$A$2:$D$58,4,0)",928.9846528744756,986.1529392052125,957.5687960398441,1071.905368701318,957.5687960398441,1186.241941362792,1300.5785140242658,1186.241941362792,857.5242949610545,1114.7815834493708,986.1529392052125,928.9846528744756,,"=VLOOKUP(A38,Actual_RDNS!$A$2:$H$62,3,0)","=VLOOKUP(A38,Actual_RDNS!$A$2:$H$62,4,0)","=VLOOKUP(A38,Actual_RDNS!$A$2:$H$62,5,0)","=VLOOKUP(A38,Actual_RDNS!$A$2:$H$62,6,0)","=VLOOKUP(A38,Actual_RDNS!$A$2:$H$62,7,0)","=VLOOKUP(A38,Actual_RDNS!$A$2:$H$62,8,0)",,,,,,,,=R38/E38,=S38/F38,=T38/G38,=U38/H38,=V38/I38,=W38/J38,=X38/K38,=Y38/L38,=Z38/M38,=AA38/N38,=AB38/O38,=AC38/P38,,"=ROUND(AE38,4)","=ROUND(AF38,4)","=ROUND(AG38,4)","=ROUND(AH38,4)","=ROUND(AI38,4)","=ROUND(AJ38,4)","=ROUND(AK38,4)","=ROUND(AL38,4)","=ROUND(AM38,4)","=ROUND(AN38,4)","=ROUND(AO38,4)","=ROUND(AP38,4)",,"=IFERROR(VLOOKUP(AR38,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AS38,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AT38,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AU38,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AV38,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AW38,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AX38,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AY38,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AZ38,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BA38,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BB38,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BC38,'Top WS'!$A$19:$E$28,5),0)"
39,1190043402,"=VLOOKUP(A39,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A39,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A39,'Aji Plus'!$A$2:$D$58,4,0)",946.4740627218562,1004.7186204278165,975.5963415748363,1092.085456986757,975.5963415748363,1208.574572398678,1325.0636878105986,1208.574572398678,873.6683655894058,1135.7688752662275,1004.7186204278165,946.4740627218562,,"=VLOOKUP(A39,Actual_RDNS!$A$2:$H$62,3,0)","=VLOOKUP(A39,Actual_RDNS!$A$2:$H$62,4,0)","=VLOOKUP(A39,Actual_RDNS!$A$2:$H$62,5,0)","=VLOOKUP(A39,Actual_RDNS!$A$2:$H$62,6,0)","=VLOOKUP(A39,Actual_RDNS!$A$2:$H$62,7,0)","=VLOOKUP(A39,Actual_RDNS!$A$2:$H$62,8,0)",,,,,,,,=R39/E39,=S39/F39,=T39/G39,=U39/H39,=V39/I39,=W39/J39,=X39/K39,=Y39/L39,=Z39/M39,=AA39/N39,=AB39/O39,=AC39/P39,,"=ROUND(AE39,4)","=ROUND(AF39,4)","=ROUND(AG39,4)","=ROUND(AH39,4)","=ROUND(AI39,4)","=ROUND(AJ39,4)","=ROUND(AK39,4)","=ROUND(AL39,4)","=ROUND(AM39,4)","=ROUND(AN39,4)","=ROUND(AO39,4)","=ROUND(AP39,4)",,"=IFERROR(VLOOKUP(AR39,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AS39,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AT39,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AU39,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AV39,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AW39,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AX39,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AY39,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AZ39,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BA39,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BB39,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BC39,'Top WS'!$A$19:$E$28,5),0)"
40,1190043501,"=VLOOKUP(A40,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A40,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A40,'Aji Plus'!$A$2:$D$58,4,0)",853.6615729116802,906.1945927831682,879.9280828474242,984.9941225904003,879.9280828474242,1090.0601623333764,1195.1262020763525,1090.0601623333764,787.9952980723203,1024.3938874940163,906.1945927831682,853.6615729116802,,"=VLOOKUP(A40,Actual_RDNS!$A$2:$H$62,3,0)","=VLOOKUP(A40,Actual_RDNS!$A$2:$H$62,4,0)","=VLOOKUP(A40,Actual_RDNS!$A$2:$H$62,5,0)","=VLOOKUP(A40,Actual_RDNS!$A$2:$H$62,6,0)","=VLOOKUP(A40,Actual_RDNS!$A$2:$H$62,7,0)","=VLOOKUP(A40,Actual_RDNS!$A$2:$H$62,8,0)",,,,,,,,=R40/E40,=S40/F40,=T40/G40,=U40/H40,=V40/I40,=W40/J40,=X40/K40,=Y40/L40,=Z40/M40,=AA40/N40,=AB40/O40,=AC40/P40,,"=ROUND(AE40,4)","=ROUND(AF40,4)","=ROUND(AG40,4)","=ROUND(AH40,4)","=ROUND(AI40,4)","=ROUND(AJ40,4)","=ROUND(AK40,4)","=ROUND(AL40,4)","=ROUND(AM40,4)","=ROUND(AN40,4)","=ROUND(AO40,4)","=ROUND(AP40,4)",,"=IFERROR(VLOOKUP(AR40,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AS40,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AT40,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AU40,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AV40,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AW40,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AX40,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AY40,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AZ40,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BA40,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BB40,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BC40,'Top WS'!$A$19:$E$28,5),0)"
41,1190043502,"=VLOOKUP(A41,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A41,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A41,'Aji Plus'!$A$2:$D$58,4,0)",869.7329225011651,923.2549485012368,896.4939355012009,1003.5379875013443,896.4939355012009,1110.5820395014878,1217.6260915016312,1110.5820395014878,802.8303900010756,1043.6795070013982,923.2549485012368,869.7329225011651,,"=VLOOKUP(A41,Actual_RDNS!$A$2:$H$62,3,0)","=VLOOKUP(A41,Actual_RDNS!$A$2:$H$62,4,0)","=VLOOKUP(A41,Actual_RDNS!$A$2:$H$62,5,0)","=VLOOKUP(A41,Actual_RDNS!$A$2:$H$62,6,0)","=VLOOKUP(A41,Actual_RDNS!$A$2:$H$62,7,0)","=VLOOKUP(A41,Actual_RDNS!$A$2:$H$62,8,0)",,,,,,,,=R41/E41,=S41/F41,=T41/G41,=U41/H41,=V41/I41,=W41/J41,=X41/K41,=Y41/L41,=Z41/M41,=AA41/N41,=AB41/O41,=AC41/P41,,"=ROUND(AE41,4)","=ROUND(AF41,4)","=ROUND(AG41,4)","=ROUND(AH41,4)","=ROUND(AI41,4)","=ROUND(AJ41,4)","=ROUND(AK41,4)","=ROUND(AL41,4)","=ROUND(AM41,4)","=ROUND(AN41,4)","=ROUND(AO41,4)","=ROUND(AP41,4)",,"=IFERROR(VLOOKUP(AR41,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AS41,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AT41,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AU41,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AV41,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AW41,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AX41,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AY41,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AZ41,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BA41,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BB41,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BC41,'Top WS'!$A$19:$E$28,5),0)"
42,1190043601,"=VLOOKUP(A42,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A42,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A42,'Aji Plus'!$A$2:$D$58,4,0)",196.43820831084727,208.52671343766866,202.48246087425798,226.6594711279007,202.48246087425798,250.83648138154345,275.0134916351862,250.83648138154345,181.32757690232057,235.72584997301675,208.52671343766866,196.43820831084727,,"=VLOOKUP(A42,Actual_RDNS!$A$2:$H$62,3,0)","=VLOOKUP(A42,Actual_RDNS!$A$2:$H$62,4,0)","=VLOOKUP(A42,Actual_RDNS!$A$2:$H$62,5,0)","=VLOOKUP(A42,Actual_RDNS!$A$2:$H$62,6,0)","=VLOOKUP(A42,Actual_RDNS!$A$2:$H$62,7,0)","=VLOOKUP(A42,Actual_RDNS!$A$2:$H$62,8,0)",,,,,,,,=R42/E42,=S42/F42,=T42/G42,=U42/H42,=V42/I42,=W42/J42,=X42/K42,=Y42/L42,=Z42/M42,=AA42/N42,=AB42/O42,=AC42/P42,,"=ROUND(AE42,4)","=ROUND(AF42,4)","=ROUND(AG42,4)","=ROUND(AH42,4)","=ROUND(AI42,4)","=ROUND(AJ42,4)","=ROUND(AK42,4)","=ROUND(AL42,4)","=ROUND(AM42,4)","=ROUND(AN42,4)","=ROUND(AO42,4)","=ROUND(AP42,4)",,"=IFERROR(VLOOKUP(AR42,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AS42,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AT42,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AU42,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AV42,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AW42,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AX42,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AY42,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AZ42,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BA42,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BB42,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BC42,'Top WS'!$A$19:$E$28,5),0)"
43,1190043602,"=VLOOKUP(A43,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A43,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A43,'Aji Plus'!$A$2:$D$58,4,0)",471.45169994603344,500.46411225040475,485.9579060982191,543.9827307069617,485.9579060982191,602.0075553157043,660.0323799244469,602.0075553157043,435.18618456556936,565.7420399352402,500.46411225040475,471.45169994603344,,"=VLOOKUP(A43,Actual_RDNS!$A$2:$H$62,3,0)","=VLOOKUP(A43,Actual_RDNS!$A$2:$H$62,4,0)","=VLOOKUP(A43,Actual_RDNS!$A$2:$H$62,5,0)","=VLOOKUP(A43,Actual_RDNS!$A$2:$H$62,6,0)","=VLOOKUP(A43,Actual_RDNS!$A$2:$H$62,7,0)","=VLOOKUP(A43,Actual_RDNS!$A$2:$H$62,8,0)",,,,,,,,=R43/E43,=S43/F43,=T43/G43,=U43/H43,=V43/I43,=W43/J43,=X43/K43,=Y43/L43,=Z43/M43,=AA43/N43,=AB43/O43,=AC43/P43,,"=ROUND(AE43,4)","=ROUND(AF43,4)","=ROUND(AG43,4)","=ROUND(AH43,4)","=ROUND(AI43,4)","=ROUND(AJ43,4)","=ROUND(AK43,4)","=ROUND(AL43,4)","=ROUND(AM43,4)","=ROUND(AN43,4)","=ROUND(AO43,4)","=ROUND(AP43,4)",,"=IFERROR(VLOOKUP(AR43,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AS43,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AT43,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AU43,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AV43,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AW43,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AX43,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AY43,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(AZ43,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BA43,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BB43,'Top WS'!$A$19:$E$28,5),0)","=IFERROR(VLOOKUP(BC43,'Top WS'!$A$19:$E$28,5),0)"
